study_id	journal	doi	year	variable_measured	role_in_study	multi_item	scale_details	anchors	categories	analysis	dimension
LL 66-4_1	Language Learning	https://doi.org/10.1111/lang.12161	2016	Motivation	correlational variable	1	Likert-type	endpoints	9	means	NA
LL 67-2_5	Language Learning	https://doi.org/10.1111/lang.12228	2017	Cognitive load	stimulus validation	0	Semantic differential scale	endpoints	9	means	NA
LL 67-3_3	Language Learning	https://doi.org/10.1111/lang.12238	2017	Acceptability rating	outcome	0	(1) completely unacceptable, (2) very poor English, (3) poor English, (4) almost correct English, (5) completely acceptable	each category	5	means	NA
LL 68-1_3	Language Learning	https://doi.org/10.1111/lang.12263	2018	Pronunciation learning strategies	correlational variable	1	Likert-type	each category	5	means	agreement
LL 68-1_4	Language Learning	https://doi.org/10.1111/lang.12270	2018	Accentedness rating	outcome	0	(1) little accent, (5) heavy accent	endpoints	5	means	NA
LL 68-1_9	Language Learning	https://doi.org/10.1111/lang.12277	2018	English use daily	sample description	0	NA	NA	7	means	NA
LL 68-4_5	Language Learning	https://doi.org/10.1111/lang.12299	2018	Confidence rating	predictor	0	(1) guess, (2) intuitive, (3) confident	each category	3	description_categorical	NA
LL 68-4_5	Language Learning	https://doi.org/10.1111/lang.12299	2018	Awareness of rules	predictor	0	1 to 7	NA	7	means	NA
LL 69-1_4	Language Learning	https://doi.org/10.1111/lang.12316	2019	Accentedness rating	outcome	0	(1) native accent, (6) strong foreign accent	endpoints	6	means	NA
LL 69-2_4	Language Learning	https://doi.org/10.1111/lang.12336	2019	Familiarity rating	stimulus validation	0	(1) I have never seen or heard this word and I don’t know its meaning, (2) I might have seen or heard this word, but I don’t know its meaning, (3) I’m pretty sure I have seen or heard this word, but I don’t know its meaning, (4) I have seen or heard this word before, but I don’t know its meaning, (5) I am sure I have seen or heard this word before, but I have only a vague idea of its meaning, (6) I am sure I have seen or heard this word before, and I think I know the meaning, but I’m not sure it’s correct, (7) I know the word and am confident of its meaning	each category	7	means	NA
LL 69-3_6	Language Learning	https://doi.org/10.1111/lang.12351	2019	English language use	predictor	1	(1) never, (2) once, (3) twice, (4) three times or more	each category	4	means	NA
LL 69-3_6	Language Learning	https://doi.org/10.1111/lang.12351	2019	English language use	predictor	1	(1) never, (2) a few times a year, (3) about once every month, (4) a few times a month, (5) a few times a week	each category	5	means	NA
LL 69-4_5	Language Learning	https://doi.org/10.1111/lang.12364	2019	Frequency of out-of-class activities	predictor	1	(1) (almost) never, (2) once a month, (3) once a week, (4) a few times per week, (5) every day	each category	5	means	NA
LL 70-1_10	Language Learning	https://doi.org/10.1111/lang.12374	2020	Cognitive load	predictor	0	Semantic differential scale	endpoints	9	means	NA
LL 70-1_3	Language Learning	https://doi.org/10.1111/lang.12371	2020	Motivation	outcome	1	Likert-type	NA	7	means	NA
LL 70-1_9	Language Learning	https://doi.org/10.1111/lang.12349	2020	Vocabulary knowledge	outcome	0	(1) I don’t know this word, (2) I’ve seen it or heard it but don’t know what it means, (3) I understand the word, but I couldn’t use it in conversation or in writing, (4) I understand the word and I can use it in conversation or in writing	each category	4	description_categorical	NA
LL 70-2_15	Language Learning	https://doi.org/10.1111/lang.12382	2020	Affective state	outcome	1	(1) not at all/very litte, (2) somewhat, (3) a lot	each category	3	means	intensity
LL 70-2_15	Language Learning	https://doi.org/10.1111/lang.12382	2020	Affective state	outcome	1	(1) not true at all, (2) rather not true, (3) somewhat true, (4) very much true	each category	4	means	intensity
LL 70-2_4	Language Learning	https://doi.org/10.1111/lang.12401	2020	Certainty rating	outcome	0	(1) uncertain, (4) certain	endpoints	4	means	NA
LL 70-2_7	Language Learning	https://doi.org/10.1111/lang.12397	2020	Semantic relatedness	outcome	0	(1) completely unrelated, (7) strongly related	endpoints	7	means	NA
LL 70-2_9	Language Learning	https://doi.org/10.1111/lang.12400	2020	Self-rated proficiency	sample description	0	NA	NA	7	NA	NA
LL 70-3_3	Language Learning	https://doi.org/10.1111/lang.12390	2020	Confidence rating	outcome	0	(1) I'm guessing, (7) I know for sure	endpoints	7	NA	NA
LL 70-3_6	Language Learning	https://doi.org/10.1111/lang.12396	2020	Second language contact	predictor	1	(1) never, (2) once a month or less, (3) a few times a month, (4) weekly, (5) a few times a week, (6) daily	each category	6	means	NA
LL 70-3_6	Language Learning	https://doi.org/10.1111/lang.12396	2020	Interest in learning target language	predictor	1	(1) not interested/not important, (6) strongly interested/very important	endpoints	6	means	NA
LL 71-1_5	Language Learning	https://doi.org/10.1111/lang.12430	2021	Pseudoword validation	stimulus validation	0	NA	NA	6	means	NA
LL 71-1_5	Language Learning	https://doi.org/10.1111/lang.12430	2021	Self-rated proficiency	sample description	0	NA	NA	10	means	NA
LL 71-2_3	Language Learning	https://doi.org/10.1111/lang.12442	2021	Foreign accent rating	predictor	0	(1) not accented at all/nativelike, (7) extremely accented	endpoints	7	means	NA
LL 71-2_7	Language Learning	https://doi.org/10.1111/lang.12443	2021	Learner variables	correlational variable	1	NA	NA	6	means	NA
LL 71-3_1	Language Learning	https://doi.org/10.1111/lang.12451	2021	Pronunciation rating	predictor	0	(1) perfectly native-like, (9) extremely accented	endpoints	9	means	NA
LL 72-1_1	Language Learning	https://doi.org/10.1111/lang.12424	2022	Familiarity rating	correlational variable	0	(1) nothing, (4) a lot	each category	4	means	NA
LL 72-1_1	Language Learning	https://doi.org/10.1111/lang.12424	2022	Metacognitive awareness	correlational variable	1	Likert-type	each category	6	means	agreement
LL 72-1_2	Language Learning	https://doi.org/10.1111/lang.12469	2022	Task difficulty	stimulus validation	0	Likert-type	NA	5	means	NA
LL 72-1_2	Language Learning	https://doi.org/10.1111/lang.12469	2022	Writing quality	predictor	0	Defined rating categories	each category	9	means	NA
LL 72-2_2	Language Learning	https://doi.org/10.1111/lang.12492	2022	Certainty rating	sample description	0	(1) not confident at all, (2) somewhat confident, (3) very confident, (4) absolutely certain	each category	4	NA	intensity
LL 72-2_3	Language Learning	https://doi.org/10.1111/lang.12481	2022	Certainty rating	outcome	0	(1) I am sure that it is incorrect, (11) I am sure that it is correct	endpoints	11	means	NA
LL 72-3_6	Language Learning	https://doi.org/10.1111/lang.12497	2022	Familiarity, experience rating	sample description	0	(1) not familiar at all, (2) mostly unfamiliar, (3) somewhat familiar, (4) quite familialr, (5) highly familiar	each category	5	NA	intensity
LL 72-3_6	Language Learning	https://doi.org/10.1111/lang.12497	2022	Accentedness rating	outcome	0	(1) severe accent, (9) almost no accent	endpoints	9	means	NA
LL 72-4_2	Language Learning	https://doi.org/10.1111/lang.12502	2022	Image rating	stimulus validation	0	(1) visually simple, (5) visually complex	endpoints	5	means	NA
LVC 24-1_5	Language Variation and Change	https://doi.org/10.1017/S0954394512000026	2012	Attitudes	predictor	1	Likert-type	NA	7	means	NA
LVC 26-2_2	Language Variation and Change	https://doi.org/10.1017/S0954394514000088	2014	Speaker perception	outcome	0	Semantic differential	endpoints	6	means	NA
LVC 26-3_5	Language Variation and Change	https://doi.org/10.1017/S0954394514000155	2014	Social evaluation	outcome	1	(1) I do not agree at all, (6) I absolutely agree	endpoints	6	means	NA
LVC 27-3_3	Language Variation and Change	https://doi.org/10.1017/S0954394515000149	2015	Regional identity	sample description	1	(1) rarely, (5) very often	endpoints	5	means	NA
LVC 27-3_3	Language Variation and Change	https://doi.org/10.1017/S0954394515000149	2015	Rating of professionalism	outcome	0	(1) perfectly professional, (7) try some other line of work	endpoints	7	means	NA
LVC 30-2_5	Language Variation and Change	https://doi.org/10.1017/S095439451800008X	2018	Naturalness of recording	stimulus validation	0	(1) sounds like a human, (10) sounds like a computer, or manipulated	endpoints	10	means	NA
LVC 32-2_3	Language Variation and Change	https://doi.org/10.1017/S0954394520000095	2020	Perception of speaker	outcome	0	(1) not feminine, (7) feminine	endpoints	7	means	NA
LVC 33-2_2	Language Variation and Change	https://doi.org/10.1017/S0954394521000089	2021	Perception of speaker	outcome	0	(1) extremely generous, (4) neutral, (7) extremely greedy	endpoints and midpoint	7	means	NA
LVC 34-3_4	Language Variation and Change	https://doi.org/10.1017/S0954394522000175	2022	Accentedness rating	outcome	0	(1) no accent, (9) very strong accent	endpoints	9	means	NA
NLLT 30-1_2	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-011-9141-5	2012	Acceptability rating	outcome	0	NA	NA	5	NA	NA
NLLT 31-1_3	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-012-9183-3	2013	Acceptability rating	outcome	0	(1) completely unacceptable, (7) completely acceptable	endpoints	7	means	NA
NLLT 31-1_6	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-012-9181-5	2013	Acceptability rating	outcome	0	NA	NA	7	description_categorical	NA
NLLT 34-1_9	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-015-9286-8	2016	Acceptability rating	outcome	0	(1) least acceptable, (7) most acceptable	endpoints	7	means	NA
NLLT 34-3_6	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-015-9314-8	2016	Naturalness rating	outcome	0	1 to 7	NA	7	orm	NA
NLLT 34-4_9	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-015-9326-4	2016	Acceptability rating	outcome	0	(1) grammatical, (5) ungrammatical	endpoints	5	means	NA
NLLT 36-2_7	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-017-9378-8	2018	Rating of fit between guesture and meaning	outcome	0	(1) worst, (11) best	endpoints	11	means	NA
NLLT 36-3_3	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-017-9390-z	2018	Acceptability rating	outcome	0	(1) bad, (7) good	endpoints	7	means	NA
NLLT 37-1_3	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-018-9404-5	2019	Acceptability formality	outcome	0	(1) bad, (11) good	endpoints	11	means	NA
NLLT 37-3_3	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-018-9427-y	2019	Naturalness rating	outcome	0	(1) not at all natural, (2) not very natural, (3) somewhat natural, (4) very natural, (5) completely natural	each category	5	means	intensity
NLLT 37-4_7	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-018-9433-0	2019	Acceptability rating	outcome	0	(1) unnatural, (7) natural	endpoints	7	means	NA
NLLT 37-4_8	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-018-9435-y	2019	Naturalness rating	outcome	0	(1) completely natural, (2) somewhat natural, (3) undecidable, (4) somewhat unnatural, (5) completely unnatural	each category	5	means	intensity
NLLT 38-2_4	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-019-09452-z	2020	Acceptability rating	outcome	0	1 to 5	numbers	5	means	NA
NLLT 38-2_7	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-019-09449-8	2020	Naturalness rating	outcome	0	(1) completely unnatural, (7) completely natural	endpoints	7	means	NA
NLLT 38-4_7	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-019-09462-x	2020	Certainty rating	outcome	0	(1) he's not sure, (5) he's very sure	endpoints	5	orm, means	NA
NLLT 39-1_6	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-020-09473-z	2021	Acceptability and strength of inference	outcome	0	(1) no inference, (7) strongest inference	endpoints	7	means	NA
NLLT 40-1_2	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-020-09501-y	2022	Acceptability rating	outcome	0	(1) bad, (5) perfect	endpoints	5	means	NA
NLLT 40-2_1	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-021-09515-0	2022	Acceptability rating	outcome	0	NA	NA	7	binary_regression	NA
NLLT 40-2_5	Natural Language and Linguistic Theory	https://doi.org/10.1007/s11049-021-09513-2	2022	Acceptability rating	outcome	0	(1) least acceptable, (5) most acceptable#	endpoints	5	means	NA
SSLA 34-1_1	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263111000489	2012	Functional adequacy of utterances	correlational variable	0	descriptors	each category	6	means	NA
SSLA 34-3_5	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263112000150	2012	Speaking and listenting ability	outcome	0	(1) extremely poor, (9) expremely proficient	endpoints	9	means	NA
SSLA 34-4_1	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263112000332	2012	Acceptability rating	outcome	0	(1) completely acceptable, (2) likely to be acceptable, (3) possibly acceptable, (4) I don’t know, (5) possibly unacceptable,  (6) likely to be unacceptable, (7) completely unacceptable	each category	7	means	intensity
SSLA 35-1_2	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263112000678	2013	Perceived task difficulty	outcome	0	NA	NA	5	means	NA
SSLA 35-1_4	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263112000691	2013	Acceptability rating	outcome	0	(1) odd, (2) slightly odd, (4) more or less fine, (5) fine	each category	5	means	NA
SSLA 35-2_3	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263112000873	2013	Self-rated proficiency	sample description	0	NA	NA	7	means	NA
SSLA 35-4_1	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263113000387	2013	Naturalness rating	outcome	0	(1) totally unnatural, (5) totally natural	endpoints	5	means	NA
SSLA 35-4_4	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263113000429	2013	Task complexity	outcome	0	Likert-type	each category	6	means	agreement
SSLA 36-1_4	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263113000624	2014	Usage of English	correlational variable	0	(1) not at all, (2) not very, (3) so-so, (4) quite, (5) very	each category	5	means	intensity
SSLA 36-1_4	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263113000624	2014	Usage of English	correlational variable	0	(1) almost none, (2) a few, (3) about half, (4) most, (5) nearly all	each category	5	means	quantifiers
SSLA 36-2_1	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263114000047	2014	Category goodness	outcome	0	(1) very bad example, (7) very good example	endpoints	7	means	NA
SSLA 36-3_5	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263113000600	2014	Self-rated proficiency	sample description	0	NA	NA	7	means	NA
SSLA 36-4_1	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263113000727	2014	Match between picture and sentence	stimulus validation	0	(1) Does not match the sentence at all, (5) Very much matches the sentence	NA	5	means	NA
SSLA 37-1_1	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263114000321	2015	Acceptability rating	outcome	0	(1) completely ungrammatical, (5) completely grammatical	endpoints	5	means	NA
SSLA 37-4_2	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263114000576	2015	Foreign accent rating	outcome	0	(1) strong foreign accent, (9) native English speaker	endpoints	9	means	NA
SSLA 38-1_2	Studies in Second Language Acquisition	https://doi.org/10.1017/S027226311400059X	2016	Acceptability rating	outcome	0	(1) It’s bad, (4) It’s fine	endpoints	4	NA	NA
SSLA 38-2_1	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263115000388	2016	Self-rated proficiency	sample description	0	(1) beginner, (5) advanced	NA	5	means	NA
SSLA 38-2_5	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263116000036	2016	Confidence rating	sample description	0	(1) not at all confident, (2) somewhat confident, (3) quite  confident, (4) extremely confident	each category	4	NA	intensity
SSLA 38-3_2	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263115000492	2016	Familiarity rating	outcome	0	NA	NA	7	means	NA
SSLA 38-4_2	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263115000443	2016	Pronunciation rating	outcome	0	(1) Silence, unintelligible content, or only one content word, (2) Half or less of content repeated; important content is left out;  meaning may be unrelated or opposed to stimulus, (3) More than half of content preserved; slight changes in content that  make content inexact, incomplete, or ambiguous, (4) Meaning preserved; use of synonyms or (grammatical or ungrammatical) changes in grammar that do not affect meaning, (5) Perfect repetition	each category	5	means	NA
SSLA 38-4_2	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263115000443	2016	Self-rated proficiency	correlational variable	0	(1) lowest proficiency (very poor), (5) highest proficiency (nativelike)	NA	5	means	NA
SSLA 38-4_4	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263115000339	2016	Perceived task difficulty	outcome	0	NA	NA	9	means	NA
SSLA 39-3_2	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263115000510	2017	Self-rated proficiency	sample description	0	(1) Beginner, (2) Intermediate, (3) High-intermediate, (4) Advanced, (5) Near-native, (6) Native	each category	6	means	NA
SSLA 39-4_4	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263116000243	2017	Motivation	outcome	0	(1) strongly disagree/not at all, (6) strongly agree/very much	endpoints	6	means	NA
SSLA 39-4_5	Studies in Second Language Acquisition	https://doi.org/10.1017/S027226311700002X	2017	Confidence rating	sample description	0	(1) completely guessing, (5) completely sure	endpoints	5	NA	NA
SSLA 39-4_6	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263115000376	2017	Semantic relatedness ratings	outcome	0	(1) very unrelated, (2) somewhat unrelated, (3) I don’t know, (4) somewhat related, (5) very related	each category	5	means	intensity
SSLA 40-1_4	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263117000018	2018	Acceptability rating	outcome	0	(1) I’m sure this is wrong, (2) I think this is wrong, (4) I think this is right, (5) I’m sure this is right	each category	5	description_categorical	NA
SSLA 40-1_8	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263116000450	2018	Language use English vs. Chinese	sample description	0	(1) English only, (2) mostly Chinese, (3) half Chinese/half English, (4) mostly Chinese, (5) Chinese only	each category	5	NA	NA
SSLA 40-3_6	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263117000304	2018	Rating of attitudes	outcome	0	Likert-type	each category	5	means	agreement
SSLA 40-4_3	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263118000165	2018	Familiarity with topic	correlational variable	0	Likert-type	each category	7	means	agreement
SSLA 40-4_4	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263118000049	2018	Acceptability rating	outcome	0	(1) very strange, (5) very natural	endpoints	5	means	NA
SSLA 41-1_7	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263117000377	2019	Goodness rating	outcome	0	(1) very good, (5) very bad	endpoints	5	means	NA
SSLA 41-2_3	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263118000153	2019	Motivation	correlational variable	1	(1) never true of me, (5) always true of me	endpoints	5	means	NA
SSLA 41-2_3	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263118000153	2019	Motivation	correlational variable	1	Likert-type	each category	6	means	agreement
SSLA 41-2_6	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263118000244	2019	Familiarity with accent	sample description	0	(1) not at all, (9) very much	endpoints	9	means	NA
SSLA 41-4_1	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263119000044	2019	Fluency and accentedness rating	outcome	0	(1) very disfluent/very strong foreign accent, (9) very fluent/no foreign accent	endpoints	9	means	NA
SSLA 41-4_8	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263118000189	2019	Motivation	correlational variable	1	Likert-type	each category	6	means	agreement
SSLA 41-4_8	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263118000189	2019	Psychological needs	correlational variable	1	(1) not at all true, (7) very true	endpoints	7	means	NA
SSLA 41-5_9	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263119000226	2019	Comprehensibility	outcome	0	(1) difficult to understand, (9) easy to understand	endpoints	9	means	NA
SSLA 42-1_5	Studies in Second Language Acquisition	https://doi.org/10.1017/S027226311900041X	2020	Affective rating	stimulus validation	0	manikins; SAM (Self Assessment Manikin) scale by Bradley and Lang 1994	each category	9	means	NA
SSLA 42-1_6	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263119000421	2020	Comprehensibility	outcome	0	(1) hard to understand, (9) easy to understand	endpoints	9	means	NA
SSLA 42-2_3	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263119000603	2020	Liking of TV series	predictor	0	(1) not at all, (5) a lot	endpoints	5	means	NA
SSLA 42-3_5	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263120000029	2020	Viewing habits	sample description	0	(1) never; (2) 1–3 times in a year; (3) once a month; (4) every week; (5) every day	endpoints	5	means	NA
SSLA 42-3_5	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263120000029	2020	Self-rated proficiency	sample description	1	(1) no knowledge of Spanish, (9) proficient knowledge of Spanish	endpoints	9	means	NA
SSLA 42-4_5	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263119000718	2020	Metacognitive knowledge	correlational variable	1	Likert-type	each category	6	means	agreement
SSLA 42-4_7	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263119000743	2020	Naturalness rating	outcome	0	(1) very unnatural, (4) very natural	endpoints	4	means	NA
SSLA 42-5_1	Studies in Second Language Acquisition	https://doi.org/10.1017/S027226312000008X	2020	Pronunciation rating	outcome	0	(1) Zero response, no response, or one-word response, (2) Repetition less than 50% accurate, (3) Major syntactic and/or lexical adjustments, changing the meaning of the sentence, (4) Minor syntactic adjustments that do not change the meaning of the sentence and/or contain a minor pronunciation flaw, (5) Perfect repetition	each category	5	means	NA
SSLA 42-5_3	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263120000157	2020	Nonce words	stimulus validation	0	(1) this could never be a Polish word, (5) this could very well be a Polish word	endpoints	5	means	NA
SSLA 42-5_4	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263120000054	2020	Naturalness rating	stimulus validation	0	(1) very unnatural, (5) very natural	endpoints	5	means	NA
SSLA 42-5_5	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263120000133	2020	Self-rated proficiency	sample description	0	(1) Beginner, (2) Intermediate, (3) High-intermediate, (4) Advanced, (5) Near-native, (6) Native	each category	6	means	NA
SSLA 43-1_2	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263120000261	2021	Self-rated proficiency	sample description	0	NA	endpoints	10	means	NA
SSLA 43-1_6	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263120000418	2021	Self-rated proficiency	sample description	0	(1) beginner, (4) fluent	endpoints	4	means	NA
SSLA 43-2_1	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263120000376	2021	Motivation	sample description	0	NA	NA	7	means	NA
SSLA 43-2_6	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263120000480	2021	Language mindset	correlational variable	1	Likert-type	each category	6	means	agreement
SSLA 43-4_7	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263120000674	2021	Emotional valence, arousal of words	stimulus validation	0	(1) very negative, (5) neutral, (9) very positive	endpoints and midpoint	9	means	NA
SSLA 43-5_1	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263121000036	2021	Rating of gap-filling task	outcome	0	two raters, each rating: 0, 0.5, 1; then combined to yield five distinct ratings	each category	5	orm	NA
SSLA 43-5_3	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263120000315	2021	Concreteness rating	predictor	0	(1) near zero concrete, (5) extremely concrete	endpoints	5	means	NA
SSLA 43-5_3	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263120000315	2021	Valence ratings	predictor	0	(1) totally NEGATIVE, (5) NEUTRAL, (9) totally POSITIVE	endpoints and midpoint	9	means	NA
SSLA 43-5_5	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263121000334	2021	Self-rated proficiency	sample description	1	(1) low-beginner, (2) mid-beginner, (3) high-beginner, (4) low-intermediate, (5) mid-intermediate, (6) high-intermediate, (7) low-advanced, (8) mid-advanced, (9) high-advanced	each category	9	means	NA
SSLA 44-1_4	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263121000097	2022	Exposure to English	outcome	0	(1) no exposure; (2) 0–30 minutes; (3) 30 minutes–1 hour; (4) 1 hour–1 hour 30 minutes; (5) 1 hour 30 minutes–2 hours; (6) more than 2 hours	each category	6	means	NA
SSLA 44-1_7	Studies in Second Language Acquisition	https://doi.org/10.1017/S027226312100005X	2022	Psychological needs, motivation	correlational variable	1	Likert-type	each category	5	means	agreement
SSLA 44-2_8	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263121000310	2022	Task difficulty	stimulus validation	0	(1) very easy/not at all, (9) very difficult/intensively	endpoints	9	means	NA
SSLA 44-3_2	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263121000413	2022	Motivation	correlational variable	1	(1) strongly disagree/not at all, (6) strongly agree/very much	endpoints	6	means	NA
SSLA 44-4_8	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263121000905	2022	Repetition rating	outcome	0	0 to 4, with criteria	each category	5	means	NA
SSLA 44-5_6	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263121000917	2022	Language interaction	outcome	0	(1) never, (2) once in every 2 weeks, (3) once a week, (4) two or three times a week, (5) four or five times a week, (6) everyday	each category	6	means	NA
SSLA 44-5_6	Studies in Second Language Acquisition	https://doi.org/10.1017/S0272263121000917	2022	Self-rated proficiency	sample description	0	0 to 5	numbers	6	means	NA
WE 31-2_7	World Englishes	https://doi.org/10.1111/j.1467-971X.2012.01754.x	2012	Accent perception	outcome	0	Semantic differential scale	endpoints	5	means	NA
WE 31-3_1	World Englishes	https://doi.org/10.1111/j.1467-971X.2012.01753.x	2012	Accent perception	outcome	0	Semantic differential scale	endpoints	6	means	NA
WE 32-1_4	World Englishes	https://doi.org/10.1111/weng.12004	2013	Preference for accent in specific context	outcome	0	Likert-type	each category	4	means	agreement
WE 32-4_2	World Englishes	https://doi.org/10.1111/weng.12056	2013	Acceptability rating	outcome	0	(1) fully acceptable, (2) looks ok, (3) not sure, (4) looks unacceptable, (5) totally unacceptable	each category	5	description_categorical	NA
WE 33-2_3	World Englishes	https://doi.org/10.1111/weng.12081	2014	Language attitudes	outcome	0	(1) least agree (7) most agree	endpoints	7	means	NA
WE 33-2_6	World Englishes	https://doi.org/10.1111/weng.12084	2014	Opinion on status of World Englishes in proficiency tests	outcome	0	Likert-type	each category	5	description_categorical	agreement
WE 33-3_3	World Englishes	https://doi.org/10.1111/weng.12094	2014	Self-reported proficiency	outcome	0	(1) poor, (2) not good, (3) fair, (4) good, (5) very good	each category	5	means	quality
WE 33-3_5	World Englishes	https://doi.org/10.1111/weng.12096	2014	Language attitudes	outcome	0	(1) not at all friendly, (7) extremely friendly	endpoints	7	means	NA
WE 33-3_6	World Englishes	https://doi.org/10.1111/weng.12097	2014	Language identity	outcome	0	Likert-type	each category	7	means	agreement
WE 33-4_7	World Englishes	https://doi.org/10.1111/weng.12110	2014	Satisfaction with English programme	outcome	0	(1) not satisfied, (2) slightly satisfied, (3) satisfied, (4) very satisfied	each category	4	description_categorical	intensity
WE 33-4_7	World Englishes	https://doi.org/10.1111/weng.12110	2014	Importance of English skills	outcome	0	(1) not important, (2) low, (3) fairly, (4) quite high, (5) high	each category	4	description_categorical	NA
WE 33-4_7	World Englishes	https://doi.org/10.1111/weng.12110	2014	Frequency of task performance in English	outcome	0	(1) never, (2) sometimes, (3) usually, (4) frequently, (5) always	each category	5	description_categorical	frequency
WE 33-4_7	World Englishes	https://doi.org/10.1111/weng.12110	2014	English preparation	outcome	0	(1) poorly prepared, (2) not so prepared, (3) fairly prepared, (4) well prepared, (5) very well prepared	each category	5	description_categorical	intensity
WE 34-2_2	World Englishes	https://doi.org/10.1111/weng.12132	2015	Frequency of language use	outcome	0	(1) Often, (2) Sometimes, (3) Seldom	each category	3	means	frequency
WE 34-3_10	World Englishes	https://doi.org/10.1111/weng.12149	2015	Beliefs about language learning	outcome	0	Likert-type	each category	5	means	agreement
WE 34-4_10	World Englishes	https://doi.org/10.1111/weng.12160	2015	Language attitudes	outcome	0	Semantic differential scale	endpoints	6	means	NA
WE 35-1_7	World Englishes	https://doi.org/10.1111/weng.12174	2016	Language attitudes	outcome	0	Semantic differential scale	endpoints	6	means	NA
